cluster_id,customer_count,geometry
893ca9ca137ffff,55,"POLYGON ((86.42349805235203 23.84175163215088, 86.42408135538413 23.83999963978547, 86.42607797495332 23.83964147109809, 86.42666126663786 23.83788942136708, 86.42865789718938 23.83753119871153, 86.43007126574366 23.83892504135225, 86.43206793695555 23.83856678029404, 86.43348135352896 23.83996059669791, 86.43547806538852 23.83960229723242, 86.43689152997302 23.84099608739025, 86.43630826038566 23.84274817362086, 86.43772175066681 23.84414193413198, 86.4371384770934 23.84589397516015, 86.43514170586595 23.84625224351884, 86.43455842093371 23.84800422718054, 86.4359719146008 23.84939795463971, 86.43538862568171 23.85114989308542, 86.43339183572475 23.85150809191524, 86.43197836437439 23.85011436785359, 86.42998161506866 23.85047252825951, 86.42939830742586 23.85222439716827, 86.42740156909316 23.85258250359122, 86.42681825009863 23.85433431511352, 86.42482152274707 23.85469236754908, 86.42340814408445 23.85329862402929, 86.42399147043703 23.85154682467161, 86.42257811747737 23.85015305149753, 86.42058146050611 23.85051108108509, 86.41916815559256 23.84911728166869, 86.41975148530564 23.84736544926315, 86.41833820609574 23.84597162021085, 86.41892153181574 23.84421974259661, 86.42091812939603 23.84386168185882, 86.42233143095062 23.84525551431161, 86.42432806922258 23.84489741516906, 86.42491137624562 23.84314546800192, 86.42349805235203 23.84175163215088))"
893ca9ca14fffff,56,"POLYGON ((86.42358795355256 23.83020349092954, 86.4250012226813 23.83159741901093, 86.42441793897729 23.83334955910304, 86.42242137878962 23.83370775893229, 86.42183808374021 23.83545984166924, 86.41984153454759 23.83581798753331, 86.41925822815514 23.83757001290843, 86.42067147830574 23.83896390460013, 86.4200881679208 23.84071588478844, 86.41809160003591 23.84107396110377, 86.41750827830921 23.84282588391836, 86.41892153181574 23.84421974259661, 86.41833820609574 23.84597162021085, 86.41634161952203 23.84632962696725, 86.41492838836723 23.84493577169022, 86.41551172143326 23.843183906256, 86.41409851598284 23.84179002136146, 86.4146818450543 23.84003811073, 86.41326866530801 23.8386441962279, 86.41385199038457 23.83689224040753, 86.41243883634215 23.83549829630782, 86.41302215742364 23.8337462953069, 86.41501862520657 23.83338822621588, 86.41560193495187 23.83163616785025, 86.41418878425628 23.83024219076769, 86.41477209000732 23.82849008723505, 86.41335896501378 23.82709608057628, 86.41394226677032 23.82534393188499, 86.41593868617855 23.82498577765782, 86.41652197659866 23.82323357161888, 86.41851840701931 23.82287536343692, 86.4199315767116 23.82426937687621, 86.41934829363792 23.82602159510789, 86.4207614890298 23.82741557897403, 86.42275798983601 23.82705734799645, 86.42417123326595 23.82845130566937, 86.42358795355256 23.83020349092954))"
893ca9ca173ffff,13,"POLYGON ((86.41925822815514 23.83757001290843, 86.41984153454759 23.83581798753331, 86.42183808374021 23.83545984166924, 86.4232513562323 23.83685373675618, 86.4252479461107 23.83649555249867, 86.42666126663786 23.83788942136708, 86.42607797495332 23.83964147109809, 86.42408135538413 23.83999963978547, 86.42349805235203 23.84175163215088, 86.42491137624562 23.84314546800192, 86.42432806922258 23.84489741516906, 86.42233143095062 23.84525551431161, 86.42091812939603 23.84386168185882, 86.41892153181574 23.84421974259661, 86.41750827830921 23.84282588391836, 86.41809160003591 23.84107396110377, 86.4200881679208 23.84071588478844, 86.42067147830574 23.83896390460013, 86.41925822815514 23.83757001290843))"
893ca9ca193ffff,11,"POLYGON ((86.4165881982665 23.85122704786022, 86.4145915930074 23.85158498504753, 86.41400824061373 23.85333670266485, 86.41201164637509 23.85369458585827, 86.41059843423373 23.85230076702097, 86.41118179396791 23.85054906158341, 86.40976860753371 23.84915521311561, 86.4103519632714 23.84740346246206, 86.41234849810523 23.847045548093, 86.4137617069026 23.84843939996653, 86.41575828246161 23.84808144719591, 86.41717153932106 23.84947527284547, 86.4165881982665 23.85122704786022))"
893ca9ca1b3ffff,28,"POLYGON ((86.42482152274707 23.85469236754908, 86.42423819240314 23.85644412167828, 86.42565159676899 23.85783783553386, 86.42506826243398 23.85958954442625, 86.42307151637606 23.85994752730055, 86.4216581343499 23.85855381685151, 86.41966142898488 23.85891176129912, 86.41824809500986 23.85751802459164, 86.41625143035047 23.85787593061714, 86.41566806996708 23.85962755777125, 86.41367141632355 23.8599854097955, 86.41225815276702 23.85859165024899, 86.41284152049349 23.85684003526841, 86.41483814443454 23.85648216766037, 86.41542150082319 23.85473049527049, 86.41400824061373 23.85333670266485, 86.4145915930074 23.85158498504753, 86.4165881982665 23.85122704786022, 86.41717153932106 23.84947527284547, 86.41575828246161 23.84808144719591, 86.41634161952203 23.84632962696725, 86.41833820609574 23.84597162021085, 86.41975148530564 23.84736544926315, 86.41916815559256 23.84911728166869, 86.42058146050611 23.85051108108509, 86.42257811747737 23.85015305149753, 86.42399147043703 23.85154682467161, 86.42340814408445 23.85329862402929, 86.42482152274707 23.85469236754908))"
893ca9ca273ffff,71,"POLYGON ((86.38924837260035 23.81494480716458, 86.38783563561883 23.81355055847555, 86.38583957202373 23.81390842151522, 86.38442688316111 23.81251414673326, 86.3850102354817 23.81076200551776, 86.38700626936337 23.8104041268468, 86.38758961037701 23.80865192828259, 86.38617692481158 23.80725762062905, 86.3841809206433 23.80761551493293, 86.3827682831987 23.80622118120332, 86.38335162750801 23.80446894977901, 86.38534760196292 23.80411103984062, 86.38593093496736 23.80235875107802, 86.38451830081692 23.80096438449981, 86.38510162981642 23.79921205065058, 86.38709758566524 23.79885407113417, 86.38768090335856 23.79710167995855, 86.38967687030652 23.79674364650467, 86.39108954926868 23.79813801985556, 86.39308555701407 23.79777994809362, 86.39449828407713 23.79917429537467, 86.39391498099991 23.80092671103277, 86.39532773376682 23.80232102885106, 86.39474442668831 23.80407339942146, 86.39615720515933 23.80546768776703, 86.39557389407975 23.80722001324138, 86.39698669825518 23.80861427210429, 86.39640338317473 23.81036655247423, 86.39781621305484 23.81176078184448, 86.39723289397382 23.81351301710168, 86.39523673769594 23.81387101076264, 86.39465340729767 23.81562318867543, 86.39265726209698 23.8159811283811, 86.39124447700459 23.81458690579421, 86.38924837260035 23.81494480716458))"
893ca9ca37bffff,115,"POLYGON ((86.41178974711354 23.80925380257322, 86.4123730175629 23.8075013708923, 86.41436929951929 23.80714308477674, 86.41578234071797 23.80853724593249, 86.4177786633807 23.80817892147129, 86.41919175262338 23.80957305648446, 86.41860849685865 23.81132551257759, 86.42002161179853 23.81271961805895, 86.42201800484315 23.81236127082682, 86.42343116781808 23.81375535014801, 86.42284791541198 23.81550777331929, 86.42426110408339 23.81690182309026, 86.4236778476868 23.81865420113212, 86.42509106205497 23.82004822134293, 86.4245078016681 23.82180055424699, 86.42592104173328 23.82319454488768, 86.42791756451456 23.82283620600774, 86.42933085260381 23.82423017045374, 86.42874759558617 23.82598247039384, 86.43016090937172 23.82737640525131, 86.42957764836557 23.82912866003382, 86.42758106621216 23.82948696778024, 86.42699779385589 23.83123916522089, 86.4250012226813 23.83159741901093, 86.42358795355256 23.83020349092954, 86.42417123326595 23.82845130566937, 86.42275798983601 23.82705734799645, 86.42334126555858 23.82530511757658, 86.42192804782718 23.82391113032205, 86.4199315767116 23.82426937687621, 86.41851840701931 23.82287536343692, 86.41652197659866 23.82323357161888, 86.41510885495339 23.82183953200401, 86.41311246524039 23.82219770181838, 86.41169939165017 23.82080363603711, 86.41228268541701 23.81905139705352, 86.41086963752804 23.81765730172592, 86.40887331823284 23.81801544877144, 86.40746031840787 23.81662132729506, 86.40804361551392 23.814869055386, 86.40663064139093 23.81347490438168, 86.40721393450025 23.81172258735049, 86.4092101944006 23.8113644091119, 86.40979347618111 23.8096120347525, 86.41178974711354 23.80925380257322))"
893ca9ca397ffff,88,"POLYGON ((86.39622146286469 23.83346384476206, 86.39422518019278 23.83382165241033, 86.39281228895662 23.8324275808539, 86.39339565799501 23.830675698247, 86.39539191095555 23.83031787498241, 86.39680482458789 23.83171194994149, 86.39880111833348 23.83135408831505, 86.39938446873654 23.82960213611734, 86.40138077354774 23.8292442205171, 86.40196411262829 23.8274922109489, 86.40396042849703 23.82713424137928, 86.4053734349885 23.82852829698193, 86.40736979160879 23.82817028904722, 86.40795311203426 23.82641820991042, 86.40994947969357 23.82606014801142, 86.41136255662603 23.82745418084427, 86.41335896501378 23.82709608057628, 86.41477209000732 23.82849008723505, 86.41418878425628 23.83024219076769, 86.41560193495187 23.83163616785025, 86.41501862520657 23.83338822621588, 86.41302215742364 23.8337462953069, 86.41243883634215 23.83549829630782, 86.41044237958317 23.83585631142783, 86.40902927360679 23.83446234113787, 86.40703285758212 23.83482031787758, 86.40561979967978 23.83342632140658, 86.40362342440211 23.83378425977058, 86.40304007732344 23.83553617900476, 86.40104371309864 23.83589406339199, 86.40046035469534 23.83764592524527, 86.40187336784153 23.83903991491315, 86.40129000543844 23.84079173158169, 86.39929362256547 23.84114954637996, 86.39788063180593 23.83975556011701, 86.39846400153151 23.8380037556513, 86.3970510364813 23.83660973981303, 86.39763440220582 23.83485789016572, 86.39622146286469 23.83346384476206))"
893ca9ca3c7ffff,85,"POLYGON ((86.40230114414177 23.820841862518, 86.40288446390046 23.81908970529576, 86.40488073141441 23.81873165055649, 86.40546403984797 23.81697943598752, 86.40746031840787 23.81662132729506, 86.40887331823284 23.81801544877144, 86.41086963752804 23.81765730172592, 86.41228268541701 23.81905139705352, 86.41169939165017 23.82080363603711, 86.41311246524039 23.82219770181838, 86.41510885495339 23.82183953200401, 86.41652197659866 23.82323357161888, 86.41593868617855 23.82498577765782, 86.41394226677032 23.82534393188499, 86.41335896501378 23.82709608057628, 86.41136255662603 23.82745418084427, 86.40994947969357 23.82606014801142, 86.40795311203426 23.82641820991042, 86.40736979160879 23.82817028904722, 86.4053734349885 23.82852829698193, 86.40396042849703 23.82713424137928, 86.40196411262829 23.8274922109489, 86.40055115422081 23.82609812919127, 86.40113448930191 23.82434607446859, 86.39972155660044 23.82295196316851, 86.40030488768188 23.82119986329968, 86.40230114414177 23.820841862518))"
893ca9ca80fffff,82,"POLYGON ((86.46435275318029 23.82617909797247, 86.46634967405654 23.82582025169921, 86.46776346075961 23.8272139901029, 86.46976042214931 23.82685510540967, 86.47117425677544 23.82824881752475, 86.47059110777353 23.83000141096135, 86.47200496808217 23.83139509340808, 86.47142181510786 23.83314764167149, 86.46942479440577 23.83350649535968, 86.46884163004006 23.83525898631575, 86.46684462018828 23.83561778606791, 86.46626144443353 23.83737021970995, 86.46426444544015 23.83772896552166, 86.46285065186355 23.83633529320003, 86.46343383502938 23.83458287168983, 86.46202006713911 23.83318916969531, 86.46002313833858 23.83354789258943, 86.45943994776634 23.8353003019632, 86.45744302984508 23.83565897091545, 86.45602933216266 23.83426524601324, 86.45661253013655 23.83251284878047, 86.45860941839238 23.83215416430847, 86.45919260498752 23.83040170975732, 86.45777891072836 23.82900795182186, 86.45836209334618 23.82725545210168, 86.46035896282046 23.82689669817385, 86.46094213405819 23.82514414114716, 86.46293901440831 23.82478533328928, 86.46435275318029 23.82617909797247))"
893ca9ca96bffff,99,"POLYGON ((86.49105778447236 23.83620908853678, 86.48906055062697 23.83656818837488, 86.48847743481306 23.83832079721436, 86.48648021175768 23.83867984312446, 86.4858970845353 23.84043239466388, 86.48389987227809 23.84079138664155, 86.48248581689148 23.83939784255824, 86.48048864508988 23.83975679608161, 86.47907463759928 23.83836322565682, 86.47965777969314 23.83661069833701, 86.47824379788361 23.83521709820713, 86.47882693600791 23.83346452569955, 86.47741297987913 23.8320708958745, 86.47541590784918 23.83242984192876, 86.47400199962647 23.83103618578829, 86.47458514120703 23.82928358022419, 86.47658218358542 23.82892461867723, 86.47716531376987 23.82717195581914, 86.47916236697422 23.8268129403494, 86.4797454857602 23.82506022020399, 86.48174254978245 23.82470115081595, 86.48232565716761 23.8229483733899, 86.48432273199964 23.82258925008795, 86.48573672908995 23.82398291969409, 86.48773384436595 23.82362375796055, 86.48914788933425 23.82501740124831, 86.48856479682648 23.82677020290688, 86.48997886747048 23.82816381650553, 86.48939577099738 23.8299165729972, 86.49080986731738 23.83131015689682, 86.49022676687918 23.83306286821328, 86.49164088887542 23.83445642240389, 86.49105778447236 23.83620908853678))"
893ca9caa8fffff,116,"POLYGON ((86.45162998777644 23.81363454517538, 86.45362669804017 23.81327576755107, 86.45420986076776 23.81152304211092, 86.45620658192701 23.81116421057069, 86.45762017002046 23.81255811999673, 86.45703701469021 23.81431085759519, 86.45845062846811 23.81570473741801, 86.46044741983609 23.81534588300864, 86.46186108155608 23.81673973658649, 86.46127792965193 23.81849244120511, 86.46269161705567 23.81988626516137, 86.46468847861506 23.81952738786601, 86.46610221395187 23.82092118555967, 86.46551906548137 23.82267385717929, 86.46352217426357 23.82303271896279, 86.46293901440831 23.82478533328928, 86.46094213405819 23.82514414114716, 86.46035896282046 23.82689669817385, 86.45836209334618 23.82725545210168, 86.45777891072836 23.82900795182186, 86.45578205213798 23.82936665181523, 86.45436840583196 23.82797286761095, 86.45495159584883 23.82622038003801, 86.45353797523059 23.82482656619761, 86.4515411868676 23.82518524330706, 86.45095798945634 23.82693771872816, 86.44896121199812 23.82729634190171, 86.44754766162229 23.8259025051873, 86.44813086642321 23.8241500419226, 86.45012761421147 23.82379140321544, 86.45071080764257 23.8220388826399, 86.44929726067494 23.82064501293056, 86.44730054255663 23.82100366717292, 86.44588704356009 23.81960977122998, 86.44647024039787 23.81785721767098, 86.44846692884627 23.81749854789182, 86.44905011431634 23.81574593703242, 86.45104681367643 23.81538721332848, 86.45162998777644 23.81363454517538))"
893ca9caad3ffff,48,"POLYGON ((86.43906687505766 23.81753909399217, 86.43707027874669 23.81789763307116, 86.43565692371146 23.81650365848249, 86.43624014268218 23.81475114143888, 86.43482681333919 23.81335713727621, 86.4354100283241 23.81160457510736, 86.43740656528153 23.81124600492126, 86.43881991692963 23.8126400124588, 86.44081649450681 23.81228140390014, 86.44139969076025 23.81052877225372, 86.44339627927231 23.81017010977256, 86.44480970120185 23.8115640944836, 86.44422651232817 23.81331673830349, 86.44563995994646 23.81471069343511, 86.44763661872496 23.81435200811753, 86.44905011431634 23.81574593703242, 86.44846692884627 23.81749854789182, 86.44647024039787 23.81785721767098, 86.44588704356009 23.81960977122998, 86.44730054255663 23.82100366717292, 86.44671734173716 23.82275617558894, 86.44472063453637 23.82311477589839, 86.44413742235049 23.82486722700213, 86.44214072607529 23.82522577337426, 86.44072727166169 23.82383188418642, 86.44131049122777 23.82207944524823, 86.43989706250593 23.82068552645802, 86.44048027808799 23.81893304237476, 86.43906687505766 23.81753909399217))"
893ca9cab1bffff,78,"POLYGON ((86.47159786172 23.81004538436095, 86.47301163809065 23.81143922177344, 86.47500854304911 23.81108012883467, 86.47642236732483 23.81247393998163, 86.4784193127596 23.81211480863638, 86.47983318493232 23.81350859350864, 86.47925008945238 23.8152615063665, 86.48066398730204 23.8166552615964, 86.48008088785343 23.81840812931866, 86.4814948113803 23.81980185489626, 86.4809117079633 23.82155467747459, 86.48232565716761 23.8229483733899, 86.48174254978245 23.82470115081595, 86.4797454857602 23.82506022020399, 86.47916236697422 23.8268129403494, 86.47716531376987 23.82717195581914, 86.47658218358542 23.82892461867723, 86.47458514120703 23.82928358022419, 86.47317125866584 23.82788989440694, 86.47117425677544 23.82824881752475, 86.46976042214931 23.82685510540967, 86.4703435671786 23.82510246680823, 86.46892975823472 23.82370872503478, 86.46951289929116 23.82195604127684, 86.46809911602926 23.82056226985495, 86.46610221395187 23.82092118555967, 86.46468847861506 23.81952738786601, 86.46527162311115 23.81777467110136, 86.46726849553245 23.81741573988851, 86.46785162864245 23.81566296584263, 86.46643789674376 23.81426913515375, 86.46702102588017 23.81251631597644, 86.46901787950156 23.81215731534447, 86.46960099725057 23.81040443889784, 86.47159786172 23.81004538436095))"
893ca9cab77ffff,15,"POLYGON ((86.48183017083068 23.81314942375235, 86.48241325491064 23.81139645363623, 86.48441025161765 23.81103722998159, 86.48582419388573 23.81243099192619, 86.48782123103318 23.81207172985664, 86.48923522117526 23.81346546550746, 86.48865215197175 23.81521845987191, 86.48665508518441 23.81557770646409, 86.48607200457404 23.8173306435732, 86.4840749485826 23.81768983626407, 86.48349185656774 23.81944271611112, 86.4814948113803 23.81980185489626, 86.48008088785343 23.81840812931866, 86.48066398730204 23.8166552615964, 86.47925008945238 23.8152615063665, 86.47983318493232 23.81350859350864, 86.48183017083068 23.81314942375235))"
893ca9cac03ffff,38,"POLYGON ((86.4371384770934 23.84589397516015, 86.43772175066681 23.84414193413198, 86.43630826038566 23.84274817362086, 86.43689152997302 23.84099608739025, 86.43888828246759 23.8406377495129, 86.44030179505522 23.84203151341552, 86.44229858817204 23.84167313712169, 86.44371214875481 23.84306687475992, 86.44312889392243 23.84481898530074, 86.44454248019986 23.84621269327537, 86.44653934360328 23.84585429409875, 86.44795297786681 23.84724797579138, 86.44736972643689 23.84900005326865, 86.44878338639433 23.85039370527929, 86.44820013098249 23.85214573753645, 86.44961381663413 23.85353935985518, 86.44903055724058 23.85529134688383, 86.4470336048058 23.85564969945531, 86.44561994144286 23.85425608053112, 86.44620320822486 23.85250410564134, 86.44478957055736 23.85111045702374, 86.44279268840239 23.85146878669163, 86.44137909872704 23.85007511178434, 86.43938225718748 23.85043340301984, 86.4387989756427 23.85218535361814, 86.43680214504722 23.85254359087647, 86.43538862568171 23.85114989308542, 86.4359719146008 23.84939795463971, 86.43455842093371 23.84800422718054, 86.43514170586595 23.84625224351884, 86.4371384770934 23.84589397516015))"
893ca9cac87ffff,31,"POLYGON ((86.43704910031363 23.85744100019959, 86.43763239720572 23.85568915221084, 86.43621885214151 23.85429548409786, 86.43680214504722 23.85254359087647, 86.4387989756427 23.85218535361814, 86.43938225718748 23.85043340301984, 86.44137909872704 23.85007511178434, 86.44279268840239 23.85146878669163, 86.44478957055736 23.85111045702374, 86.44620320822486 23.85250410564134, 86.44561994144286 23.85425608053112, 86.4470336048058 23.85564969945531, 86.44903055724058 23.85529134688383, 86.45044426858666 23.85668493950072, 86.44986100521169 23.85843688129256, 86.44786402309973 23.85879521833222, 86.44728074835248 23.86054710274628, 86.4452837771591 23.86090538580278, 86.44387011039363 23.85951179998029, 86.44187317980877 23.85987004458844, 86.44045956104044 23.85847643246013, 86.43846267107682 23.85883463862456, 86.43704910031363 23.85744100019959))"
893ca9cad4bffff,102,"POLYGON ((86.46168427017187 23.83984003370986, 86.46110107164614 23.84159235270382, 86.46251486865512 23.84298599196159, 86.46193166615302 23.84473826575316, 86.46334548885009 23.84613187531661, 86.46276228237183 23.84788410389743, 86.46417613075731 23.84927768375665, 86.46617320787391 23.84891903841867, 86.46758710419849 23.85031259194927, 86.46700390115716 23.85206478743182, 86.46841782316937 23.8534583112398, 86.46783461615367 23.85521046149183, 86.46924856385381 23.85660395556723, 86.46866535286397 23.85835606058038, 86.46666818675737 23.85871465940399, 86.46608496437685 23.86046670705848, 86.46408780913092 23.86082525191059, 86.46267390593233 23.85943176461465, 86.46325713572489 23.85767972907618, 86.46184325821676 23.85628621204466, 86.45984617317559 23.85664473394363, 86.45843234361958 23.85525119057653, 86.45643529913022 23.85560967402009, 86.45502151753432 23.8542161043266, 86.45302451360948 23.85457454931935, 86.45161077998172 23.85318095330864, 86.45219402800168 23.85142890891408, 86.4507803200671 23.85003528320304, 86.45136356410644 23.84828319358521, 86.44994988186478 23.84688953818376, 86.45053312192327 23.845137403351, 86.45253003683057 23.84477891178014, 86.45311326551526 23.84302671959858, 86.4516995866865 23.84163303112964, 86.45228281139116 23.83988079374669, 86.45427970752959 23.83952223269145, 86.45569340863233 23.84091592454516, 86.45769034533403 23.84055732506106, 86.45827355126401 23.83880501820185, 86.46027049885076 23.83844636476775, 86.46168427017187 23.83984003370986))"
893ca9cad77ffff,23,"POLYGON ((86.47865144015256 23.85656260428511, 86.47806825540763 23.85831479086278, 86.4760709974548 23.85867352059506, 86.47548780131002 23.86042564982365, 86.4734905541889 23.86078432559029, 86.47207653287251 23.85939088762045, 86.47007932625228 23.85974952491328, 86.46866535286397 23.85835606058038, 86.46924856385381 23.85660395556723, 86.46783461615367 23.85521046149183, 86.46841782316937 23.8534583112398, 86.46700390115716 23.85206478743182, 86.46758710419849 23.85031259194927, 86.46958422183559 23.849953908158, 86.47099816609122 23.85134743535083, 86.47299532423615 23.85098871310168, 86.47440931641485 23.85238221394755, 86.47640651505482 23.85202345323595, 86.47782055514858 23.8534169277257, 86.47981779427087 23.85305812854701, 86.48123188227169 23.8544515766715, 86.48064870892897 23.85620382059158, 86.47865144015256 23.85656260428511))"
893ca9cadabffff,10,"POLYGON ((86.46749891551853 23.86186016800127, 86.46608496437685 23.86046670705848, 86.46666818675737 23.85871465940399, 86.46866535286397 23.85835606058038, 86.47007932625228 23.85974952491328, 86.47207653287251 23.85939088762045, 86.4734905541889 23.86078432559029, 86.47290734664659 23.86253639746311, 86.47091011036527 23.86289501925966, 86.46949611128851 23.86150158467923, 86.46749891551853 23.86186016800127))"
893ca9cae4fffff,40,"POLYGON ((86.43989706250593 23.82068552645802, 86.44131049122777 23.82207944524823, 86.44072727166169 23.82383188418642, 86.43873061599703 23.82419039216474, 86.43731720957652 23.82279647675395, 86.43532059453518 23.82315494634306, 86.43390723611577 23.82176100471851, 86.43191066171043 23.82211943592302, 86.4304973513001 23.82072546809387, 86.43108059297863 23.81897306567976, 86.43307713770257 23.81861461891509, 86.43366036802838 23.8168621591829, 86.43565692371146 23.81650365848249, 86.43707027874669 23.81789763307116, 86.43906687505766 23.81753909399217, 86.44048027808799 23.81893304237476, 86.43989706250593 23.82068552645802))"
893ca9cb113ffff,29,"POLYGON ((86.38261384457299 23.78977150228739, 86.38460971128897 23.78941347586404, 86.38602229073146 23.79080793413743, 86.38543898104663 23.79256041545084, 86.38685158619441 23.79395484429831, 86.3888475234337 23.79359679521408, 86.39026017669129 23.79499119800931, 86.38967687030652 23.79674364650467, 86.38768090335856 23.79710167995855, 86.38709758566524 23.79885407113417, 86.38510162981642 23.79921205065058, 86.38368902137306 23.79781765462498, 86.38169310634474 23.79817559583724, 86.38028054602516 23.7967811737609, 86.37828467183007 23.79713907667366, 86.37687215964223 23.79574462855577, 86.37745549922442 23.79399227413813, 86.37604301274537 23.79259779659969, 86.37662634831956 23.79084539711837, 86.37521388754907 23.78945089016938, 86.375797219115 23.78769844563275, 86.37779300416365 23.78734049578119, 86.37920548736062 23.78873500611457, 86.38120131324926 23.78837701797941, 86.38261384457299 23.78977150228739))"
893ca9cb187ffff,11,"POLYGON ((86.38368902137306 23.79781765462498, 86.38510162981642 23.79921205065058, 86.38451830081692 23.80096438449981, 86.38252235607533 23.80132231007435, 86.38193901577202 23.80307458659053, 86.37994308214573 23.80343245821879, 86.37853051853952 23.80203806897186, 86.37911386613699 23.80028580470665, 86.37770132824012 23.79889138601926, 86.37828467183007 23.79713907667366, 86.38028054602516 23.7967811737609, 86.38169310634474 23.79817559583724, 86.38368902137306 23.79781765462498))"
893ca9cb1afffff,15,"POLYGON ((86.39142677414806 23.79148619863729, 86.39283944980419 23.79288060481394, 86.39483543892614 23.79252246349829, 86.39624816267713 23.79391684361282, 86.39566487491578 23.79566936166187, 86.39707762436912 23.79706371232513, 86.39649433260728 23.79881618530007, 86.39449828407713 23.79917429537467, 86.39308555701407 23.79777994809362, 86.39108954926868 23.79813801985556, 86.38967687030652 23.79674364650467, 86.39026017669129 23.79499119800931, 86.3888475234337 23.79359679521408, 86.38943082581542 23.79184430165089, 86.39142677414806 23.79148619863729))"
893ca9cb52fffff,8,"POLYGON ((86.37736380803811 23.80554249507284, 86.37595126685909 23.80414810921867, 86.37653462575457 23.8023959022946, 86.37512211028611 23.80100148699843, 86.37570546517304 23.79924923498874, 86.37770132824012 23.79889138601926, 86.37911386613699 23.80028580470665, 86.37853051853952 23.80203806897186, 86.37994308214573 23.80343245821879, 86.37935973054098 23.80518467739526, 86.37736380803811 23.80554249507284))"
893ca9cf68bffff,63,"POLYGON ((86.48773384436595 23.82362375796055, 86.48831693290816 23.82187091114346, 86.49031405897539 23.82151169550119, 86.49089713610863 23.81975879141828, 86.49289427295899 23.81939952187172, 86.49430836231261 23.82079317187733, 86.49630553957331 23.82043386389602, 86.49771967678288 23.82182748757263, 86.49713661455009 23.82358041587304, 86.4985507774318 23.82497400985515, 86.50054802472322 23.82461467889275, 86.50196223545183 23.82600824652826, 86.50137917671573 23.82776114176789, 86.5027934131158 23.82915467969051, 86.50479073042054 23.82879532573018, 86.50620501465846 23.8301888372886, 86.50562195942659 23.83194169944827, 86.50362461249105 23.83230103795892, 86.50304154583444 23.83405384284816, 86.50104420964374 23.83441312744555, 86.49962996974394 23.83301962260665, 86.49763267394164 23.83337886874344, 86.49621848189376 23.83198533754181, 86.49422122649258 23.83234454522261, 86.49363813350274 23.83409726864221, 86.49164088887542 23.83445642240389, 86.49022676687918 23.83306286821328, 86.49080986731738 23.83131015689682, 86.48939577099738 23.8299165729972, 86.48997886747048 23.82816381650553, 86.48856479682648 23.82677020290688, 86.48914788933425 23.82501740124831, 86.48773384436595 23.82362375796055))"
893ca9cf69bffff,59,"POLYGON ((86.49871186656345 23.84142391293586, 86.49671452224894 23.84178307423421, 86.49613141736911 23.8435356620687, 86.49413408382142 23.84389476943679, 86.49271988479488 23.84250130443288, 86.49072259166462 23.84286037333289, 86.48930844051002 23.84146688196001, 86.48731118780992 23.84182591239657, 86.4858970845353 23.84043239466388, 86.48648021175768 23.83867984312446, 86.48847743481306 23.83832079721436, 86.48906055062697 23.83656818837488, 86.49105778447236 23.83620908853678, 86.49164088887542 23.83445642240389, 86.49363813350274 23.83409726864221, 86.49422122649258 23.83234454522261, 86.49621848189376 23.83198533754181, 86.49763267394164 23.83337886874344, 86.49962996974394 23.83301962260665, 86.50104420964374 23.83441312744555, 86.50304154583444 23.83405384284816, 86.50445583357813 23.83544732131515, 86.50387276296162 23.8372000810167, 86.50528707637754 23.83859352974097, 86.50470400180134 23.84034624424645, 86.50270660634429 23.84070549794184, 86.50212352034359 23.84245815515978, 86.50012613563483 23.84281735493005, 86.49871186656345 23.84142391293586))"
